Nome Fantasia,Razão Social,CNPJ,Código CNES,Município,UF,CEP,Telefone,Email,Leitos,Atende SUS?,Atende Convênio?
HOSPITAL PRONTOCORD UNIMED,UNIMED DE MANAUS EMPREENDIMENTOS S A,,9193774,MANAUS,AM,69020210,9221237571,jackelinedejesus@outlook.com,51,0,0
UNIDADE HOSPITALAR DE PAUINI,MUNICIPIO DE PAUINI,04530135000110,2018381,PAUINI,AM,69860000,092 45811460,,30,1,0
UNIDADE HOSPITALAR DE BARCELOS,PREFEITURA MUNICIPAL DE BARCELOS,04271037000105,2015242,BARCELOS,AM,69700000,(97)3321 1122,,30,1,0
UNIDADE HOSPITALAR DE URUCURITUBA,PREFEITURA MUNICIPAL DE URUCURITUBA,04502571000185,2016567,URUCURITUBA,AM,69180000,92 35247113,unidadem.urucurituba@hotmail.com,22,1,0
UNIDADE HOSPITALAR DE ATALAIA DO NORTE,PREFEITURA MUNICIPAL DE ATALAIA DO NORTE,04530713000118,2016672,ATALAIA DO NORTE,AM,69650000,97 34171115,hosp-atalaiadonorte@saude.am.gov.br,36,1,0
UNIDADE HOSPITALAR DE ANORI,PREFEITURA MUNICIPAL DE ANORI,04262762000117,2717379,ANORI,AM,69440000,(92)352 1260,hosp-anori@saude.am.gov.br,32,1,0
HOSPITAL UNIVERSITARIO GETULIO VARGAS HUGV,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES EBSERH,,2017644,MANAUS,AM,69020545,(92)33054700,hugv@ufam.edu.br,130,1,0
HOSPITAL E P S DA CRIANCA DA ZONA OESTE,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2018071,MANAUS,AM,69036110,(92) 36722700,hpsczonaoeste@bol.com.br,88,1,0
HOSPITAL RIO AMAZONAS,HOSPITAL ANTONIO PRUDENTE DE MANAUS LTDA,,9631526,MANAUS,AM,69079015,92 36111581,,81,0,0
INSTITUTO DA MULHER DONA LINDU,INSTITUTO DA MULHER DONA LINDU,,6627595,MANAUS,AM,69070000,(92)36431800,same.imdl@saude.am.gov.br,195,1,0
S E O REIS CONSULTORIO MEDICO,S E O REIS CONSULTORIO MEDICO LIMITADA,,6264409,MANAUS,AM,69050001,(92) 8475-9241,plastica.manaus@gmail.com,5,0,0
HMU HOSPITAL MATERNIDADE UNIMED,UNIMED DE MANAUS EMPREENDIMENTOS S A,,2017792,MANAUS,AM,69050000,(92)3212-2158,jackeline.pinheiro@unimedmanaus.com.br,121,0,0
UNIDADE HOSPITALAR DE SILVES,PREFEITURA MUNICIPAL DE SILVES,04477634000190,2016249,SILVES,AM,69114000,(92)999665035,hospsilves@gmail.com,29,1,0
HOSPITAL ADVENTISTA DE MANAUS,ASSOCIACAO ADVENTISTA NORTE BRAS DE PREV E ASSIST A SAUDE,,2017245,MANAUS,AM,69075351,(92)21232585,relacionamentocomercial@ham.org.br,124,0,0
HOSPITAL NILTON LINS,SISTEMA DE SAUDE INTEGRADO DA AMAZONIA,,0772542,MANAUS,AM,69028220,(92) 3643-2131,gestao.sisam@gmail.com,65,0,0
HOSPITAL RIO AMAZONAS,HOSPITAL ANTONIO PRUDENTE DE MANAUS LTDA,,2017741,MANAUS,AM,69079015,92 36111581,,45,0,0
HOSPITAL E PRONTO SOCORRO DA CRIANCA ZONA SUL,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2012472,MANAUS,AM,69065130,9236122364,psc_zsul@saude.am.gov.br,140,1,0
CENTRO MEDICO N S APARECIDA CEMINA,SEIXAS NUNES LTDA,,3360377,MANAUS,AM,69065000,(92) 3232-8942,moiseseixas@hotmail.com,9,0,0
HOSPITAL DO CORACAO,PRONTOCORD PRONTO SOCORRO CARDIO RESP E HOSP DO CORACAO LTDA,,2012464,MANAUS,AM,69057030,(92) 2123-7619,jackeline.pinheiro@unimedmanaus.coop.br,58,1,1
HOSPITAL E PRONTO SOCORRO DR ARISTOTELES PLATAO B DE ARAUJO,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,5169976,MANAUS,AM,69088245,(92) 36474101,ps_plataoaraujo@saude.am.gov.br,235,1,0
HOSPITAL MATERNIDADE UNIMED,UNIMED DE MANAUS COOPERATIVA DE TRABALHO MEDICO LTDA,,0459631,MANAUS,AM,69050000,(92) 3212-2150,jackeline.pinheiro@unimedmanaus.coop.br,121,0,0
UNIDADE HOSPITALAR DE EIRUNEPE,PREFEITURA MUNICIPAL DE EIRUNEPE,04190765000192,2016397,EIRUNEPE,AM,69880000,(92)4811428,hosp-eirunepe@saude.am.gov.br,76,1,0
UNIDADE HOSPITALAR DE CANUTAMA,PREFEITURA MUNICIPAL DE CANUTAMA,04247441000143,2016419,CANUTAMA,AM,69820000,33341631,secret.saude@argo.com.br,28,1,0
HOSPITAL DE BORBA VO MUNDOCA,UNIDADE HOSPITALAR DE BORBA,04477568000159,2012383,BORBA,AM,69200000,(92)35121104,sms-borba@saude.am.gov.br,53,1,0
HOSPITAL REGIONAL DE FONTE BOA,SECRETARIA DE ESTADO DA SAUDE,04530101000125,2017717,FONTE BOA,AM,69670000,097 34231690,,66,1,0
UNIDADE HOSPITALAR DE BERURI,PREFEITURA MUNICIPAL DE BERURI,04628111000106,2016605,BERURI,AM,69430000,(97) 3351-1313,hosp-beruri@saude.am.gov.br,27,1,0
UNIDADE HOSPITALAR DE AMATURA,PREFEITURA MUNICIPAL DE AMATURA,04628723000190,2016648,AMATURA,AM,69620000,97- 4631128,hosp-amatura@saude.am.gov.br,33,1,0
FUNDACAO HOSPITAL ADRIANO JORGE,FUNDACAO HOSPITAL ADRIANO JORGE,,2012685,MANAUS,AM,69079015,(92) 3612-2246,faturamento@fhaj.am.gov.br,186,1,0
HEMOAM HOSPITAL,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2956578,MANAUS,AM,69050085,,presidencia@hemoam.am.gov.br,1,1,0
HOSPITAL RIO AMAZONAS,HAPVIDA ASSISTENCIA MEDICA S A,,9697217,MANAUS,AM,69079015,85 32559010,contab@hapvida.com.br,81,0,0
UNIDADE HOSPITALAR DE URUCARA,PREFEITURA MUNICIPALDE URUCARA,04477782000105,2717395,URUCARA,AM,69130000,(92)3571 1657,hospitalurucara@gmail.com,40,1,0
HOSPITAL DA POLICIA MILITAR,POLICIA MILITAR DO AMAZONAS,63656292000135,2016621,MANAUS,AM,69020300,(92)6333470,,10,1,0
UNIDADE HOSPITALAR DE CASTANHO,PREFEITURA MUNICIPAL DO CAREIRO,04332995000149,2017652,CAREIRO,AM,69250000,(92) 3362-1357,hosp-careiro@saude.am.gov.br,20,1,0
CLIMED,CLINICA MEDICA ESTETICA E DERMATOLOGICA LTDA ME,,6510523,TEFE,AM,69553100,,,12,0,0
SANTA CASA DE MISERICORDIA DE MANAUS,SANTA CASA DE MISERICORDIA DE MANAUS,,2018357,MANAUS,AM,69010060,(92)6216100,faturamento.scmm@horizon.com.b,252,1,0
UNIDADE HOSPITALAR DE SANTO ANTONIO DO ICA,PREFEITURA MUNICIPAL DE SANTO ANTONIO DO ICA,04532057000192,3220966,SANTO ANTONIO DO ICA,AM,69680000,9734611843,hospitaldomadalbertomarzi@hotmail.com,48,1,0
MATERNIDADE SANTA MARIA,CLINICA E HOSPITAL SANTA MARIA LTDA,,2017806,MANAUS,AM,69029040,(92)6718983,,42,0,0
UNIDADE HOSPITALAR DE IPIXUNA,PREFEITURA MUNICIPAL DE IPIXUNA,04191078000191,2013614,IPIXUNA,AM,69890000,(97)34821073,uhipx@hotmail.com,26,1,0
HOSPITAL DE CAMPANHA COVID 19 GILBERTO NOVAES,MANAUS SECRETARIA MUNICIPAL DE SAUDE,04461836000144,0110167,MANAUS,AM,69018150,,cnes.semsa@pmm.am.gov.br,180,1,0
HOSPITAL GERAL ERALDO NEVES FALCAO,MUNICIPIO DE PRESIDENTE FIGUEIREDO,04628681000198,2013320,PRESIDENTE FIGUEIREDO,AM,69735000,(92)33241005,sms-presidentefigueiredo@saude.am.gov.br,33,1,0
HOSPITAL DE MAUES DONA MUNDIQUINHA,HOSPITAL RAIMUNDA FRANCISCA DINELLI DA SILVA,04282869000127,2018144,MAUES,AM,69190000,(92)35421282,hcrbarros@hotmail.com,95,1,0
UNIDADE HOSPITALAR DE CARAUARI,MUNICIPIO DE CARAUARI,04530044000184,2017555,CARAUARI,AM,69500000,(97) 3491-2247,,51,1,0
UNIDADE HOSPITALAR DE JAPURA,PREFEITURA MUNICIPAL DE JAPURA,04505509000147,2013495,JAPURA,AM,69495000,(92) 993379955,hosp-japura@saude.am.gov.br,20,1,0
HOSPITAL PADRE COLOMBO,ASSOCIACAO HOSPITAL PADRE COLOMBO,,2016893,PARINTINS,AM,69151585,92 91266442,hospitalpadrecolombo@gmail.com,62,1,0
MATERNIDADE ALVORADA,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2013029,MANAUS,AM,69043000,092 32386178,,31,1,0
COMPLEXO HOSPITALAR FLEMING,HOSPITAL MATERNIDADE E LABORATORIO FLEMING LTDA,,2018152,MANAUS,AM,69025140,(92)6226767,fleming@hospitalfleming.com.br,80,1,0
MATERNIDADE ENFERMEIRA CELINA VILLACREZ RUIZ,PREFEITURA MUNICIPAL DE TABATINGA,04011805000191,7459831,TABATINGA,AM,69640000,,,27,1,0
UNIDADE HOSPITALAR DE ITAPEACU,PREFEITURA MUNICIPAL DE URUCURITUBA,04502571000185,2017911,URUCURITUBA,AM,69180000,(92) 985512489,paulomonte2005@hotmail.com,10,1,0
CENTRO DE SAUDE MENTAL DO AMAZONAS,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2019590,MANAUS,AM,69042360,(92)984134146,direcaogeral.cesmam@saude.am.gov.br,28,1,0
UNIDADE HOSPITALAR DE TABATINGA,PREFEITURA MUNICIPAL DE TABATINGA,04011805000191,7459750,TABATINGA,AM,69640000,(92) 3643-6300,upatabatinga.fat@gmail.com,25,1,0
HOSPITAL NILTON LINS,COMPLEXO HOSPITALAR NILTON LINS LTDA,,3838307,MANAUS,AM,69028220,(92) 3643-2027,administracaohnl@niltonlins.br,70,0,0
UNIDADE HOSPITALAR DE CAREIRO DA VARZEA,MUNICIPIO DE CAREIRO DA VARZEA,23006331000134,2016915,CAREIRO DA VARZEA,AM,69255000,(92)33692154,hosp-careirodavarzea@saude.am.gov.br,20,1,0
CEFRAM,CENTRO DE FRATURA DO AMAZONAS,,2017733,MANAUS,AM,69050000,(92)6422840,cefram.orto@hotmail.com,21,1,0
INCOR AM,INCOR INSTITUTO DO CORACAO DO AMAZONAS LTDA,,2018020,MANAUS,AM,69020060,(09)26335623,ast@internexr.com.br,8,0,0
UNIDADE HOSPITALAR DE TAPAUA,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE TAPAUA,04530390000162,2012553,TAPAUA,AM,69480000,97-98404-1801,hospitaltapaua@gmail.com,32,1,0
HUPL HOSPITAL UNIMED PARQUE DAS LARANJEIRAS,UNIMED DE MANAUS EMPREENDIMENTOS S A,,2018373,MANAUS,AM,69058030,9232122843,jackeline.pinheiro@unimedmanaus.coop.br,90,0,0
HOSPITAL GERAL DE BENJAMIN CONSTANT DOUTOR MELVINO DE JESUS,PREFEITURA MUNICIPAL DE BENJAMIN CONSTANT,04243978000135,2016974,BENJAMIN CONSTANT,AM,69630000,(97) 34156240,hospitalbchgmj@gmail.com,55,1,0
HOSPITAL DE COMBATE A COVID 19,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,0119326,MANAUS,AM,69028220,(92) 3643-2027,hospcampanhaniltonlins@saude.am.gov.br,1,1,0
MATERNIDADE DONA NAZIRA DAOU,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2017318,MANAUS,AM,69097720,9236492650,mat_ndaou@saude.am.gov.br,79,1,0
HOSPITAL CHAPOT PREVOST,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2019566,MANAUS,AM,69020282,(92) 3616-3400,hosp_cprevost@saude.am.gov.br,69,1,0
INSTITUTO DE SAUDE DA CRIANCA DO AMAZONAS ICAM,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2017431,MANAUS,AM,69065130,(92) 32124600,icam@saude.am.gov.br,132,1,0
HOSPITAL PORTUGUES,SOCIEDADE PORTUGUESA BENEFICENTE DO AMAZONAS,,2018098,MANAUS,AM,69020030,(92)2101-2500,sus@hpam.com.br,73,1,0
HOSPITAL SANTA JULIA,HOSPITAL SANTA JULIA LTDA,,2018055,MANAUS,AM,69025050,(92) 2121-9090,faturamentosus@hospitalsantajulia.com.br,230,1,0
MATERNIDADE DR MOURA TAPAJOZ,MANAUS SECRETARIA MUNICIPAL DE SAUDE,04461836000144,2012480,MANAUS,AM,69036110,(92)32168767,direcao.mmt@pmm.am.gov.br,68,1,0
HOSPITAL SANTO ALBERTO,HOSPITAL SANTO ALBERTO LTDA,,2018365,MANAUS,AM,69065100,(92) 2101-3056,suzete.praxedes@santoalberto.med.br,54,0,0
HOSPITAL INFANTIL DR FAJARDO,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2017849,MANAUS,AM,69020031,(92) 3131-3600,hosp_fajardo@saude.am.gov.br,63,1,0
UNIDADE HOSPITALAR DE ALVARAES,PREFEITURA MUNICIPAL DE ALVARAES,04628335000100,2017768,ALVARAES,AM,69540000,(97)33451204,hosp-alvaraes@saude.am.gov.br,40,1,0
FUNDACAO DE MEDICINA TROPICAL,FUNDACAO DE MEDICINA TROPICAL DOUTOR HEITOR VIEIRA DOURADO,,2013606,MANAUS,AM,69040000,,,141,1,0
UNIDADE HOSPITALAR DE ENVIRA,PREFEITURA MUNICIPAL DE ENVIRA,04530895000127,2708892,ENVIRA,AM,69870000,(92)4831045,hospitalenvira@gmail.com,24,1,0
HOSPITAL SAO LUCAS,HAPVIDA ASSISTENCIA MEDICA S A,,2018012,MANAUS,AM,69010300,85 32559010,contab@hapvida.com.br,22,0,0
HOSPITAL FRANCISCO SALES DE MOURA,PREFEITURA MUNICIPAL DE ANAMA,04628020000162,2017679,ANAMA,AM,69445000,92 991314191,,20,1,0
HOSPITAL UNIVERSITARIO FRANCISCA MENDES,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2018403,MANAUS,AM,69097720,92-3649-2750,franciscamendes@saude.am.gov.br,170,1,0
HOSPITAL DE CAMPANHA DE HUMAITA COVID 19,PREFEITURA MUNICIPAL DE HUMAITA,04465209000181,0533343,HUMAITA,AM,69800000,,semsahumaita@hotmail.com,40,1,0
UNIDADE HOSPITALAR DE SANTA ISABEL DO RIO NEGRO,PREFEITURA MUNICIPAL DE SANTA ISABEL DO RIO NEGRO,04194239000109,2016478,SANTA ISABEL DO RIO NEGRO,AM,69740000,,,21,1,0
HOSPITAL E PRONTO SOCORRO DA ZONA NORTE DELPHINA AZIZ,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,7564546,MANAUS,AM,69093415,(92) 30900500,gabinetedex.chzn@indsh.org.br,362,1,0
HOSPITAL GERALDO DA ROCHA,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2018101,MANAUS,AM,69008000,92 36162900,,76,1,0
HOSPITAL RIO NEGRO,HAPVIDA ASSISTENCIA MEDICA S A,,9115153,MANAUS,AM,69010150,984059311,matheus.botti@hapvida.com.br,63,0,0
HOSPITAL DE GUARNICAO DE TABATINGA,COMANDO 12 REGIAO MILITAR,09633335000200,2016125,TABATINGA,AM,69640000,(97) 34122403,hgut_contasmedicas@hotmail.com,35,1,0
FUNDACAO CECON,FUNDACAO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZON,,2012677,MANAUS,AM,69040010,(92) 3655-4600,contas@fcecon.am.gov.br,113,1,0
HOSPITAL PRONTO SOCORRO 28 DE AGOSTO,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2013649,MANAUS,AM,69057001,(92)3643-7100,hps_28agosto@saude.am.gov.br,340,1,0
HOSPITAL DE CAMPANHA COVID 19,MUNICIPIO DE BARCELOS,04271037000105,0152854,BARCELOS,AM,69700000,,sms-barcelos@saude.am.gov.br,28,1,0
CLINICA MATHER,CLINICA MARTENO INFANTIL MATHER,,2013703,MANAUS,AM,69020031,(92)2331100,,26,0,0
UNIDADE HOSPITALAR DE IRANDUBA,PREFEITURA MUNICIPAL DE IRANDUBA,04628533000173,2012839,IRANDUBA,AM,69415000,0929095001011,hospitalhildafreire@gmail.com,40,1,0
HOSPITAL REGIONAL JOSE MENDES,PREFEITURA MUNICIPAL DE ITACOATIARA,04241980000175,2016923,ITACOATIARA,AM,69101071,(92)35214373,,110,1,0
MATERNIDADE DE REFERENCIA ANA BRAGA,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,3151794,MANAUS,AM,69083000,(92)36474200,maternidadeanabraga@gmail.com,271,1,0
UNIDADE HOSPITALAR DE ITAPIRANGA,PREFEITURA MUNICIPAL DE ITAPIRANGA,04495644000159,2708906,ITAPIRANGA,AM,69120000,(92)35752112,,31,1,0
UNIDADE HOSPITALAR DE JUTAI,MUNICIPIO DE JUTAI,04285896000153,2011875,JUTAI,AM,69660000,(97) 3425-1333,hosp-jutai@saude.am.gov.br,26,1,0
HOSPITAL BATISTA DO AMAZONAS,MISSAO BATISTA REGULAR DO AMAZONAS,,7013434,SANTO ANTONIO DO ICA,AM,69680000,(97) 3461-1182,hospitalbatista@hotmail.com,28,0,0
UNIDADE HOSPITALAR DE CODAJAS,PREFEITURA MUNICIPAL DE CODAJAS,04263331000175,2019523,CODAJAS,AM,69450000,(97) 991729757,hosp-codajas@saude.am.gov.br,48,1,0
UNIDADE HOSPITALAR DE AUTAZES,PREFEITURA MUNICIPAL DE AUTAZES,04477642000137,2013045,AUTAZES,AM,69240000,(92) 3317-1335,hosp-autazes@saude.gov.am.br,44,1,0
UNIDADE HOSPITALAR DE BARREIRINHA,PREFEITURA MUNICIPAL DE BARREIRINHA,04283040000149,2012022,BARREIRINHA,AM,69160000,(92) 35318107,,30,1,0
UNIDADE HOSPITALAR DE MARAA,PREFEITURA MUNICIPAL DE MARAA,04505640000104,2017660,MARAA,AM,69490000,,u.m.maraa.am@gmail.com,20,1,0
UNIDADE HOSPITALAR DE NOVA OLINDA DO NORTE,MUNICIPIO DE NOVA OLINDA DO NORTE,04477600000104,2011905,NOVA OLINDA DO NORTE,AM,69230000,(92)33181150,,42,1,0
UNIDADE HOSPITALAR DE BOCA DO ACRE,PREFEITURA MUNICIPAL DE BOCA DO ACRE,15811318000120,2012499,BOCA DO ACRE,AM,69850000,(97)34512424,,65,1,0
HOSPITAL E P S DA CRIANCA DA ZONA LESTE,HOSPITAL E PRONTO SOCORRO DA CRIANCA ZONA LESTE,,2012030,MANAUS,AM,69083000,(92) 3249-9004,direcao@hpsjoaozinho.am.gov.br,82,1,0
UNIDADE HOSPITALAR DE RIO PRETO DA EVA,MUNICIPIO DE RIO PRETO DA EVA,04629697000115,2708930,RIO PRETO DA EVA,AM,69117000,,hosp-riopretodaeva@saude.am.gov.br,23,1,0
UNIDADE HOSPITALAR DE TONANTINS HOSPITAL FREI FRANCISCO,PREFEITURA MUNICIPAL DE TONANTINS,04628608000116,2012804,TONANTINS,AM,69685000,(97)34641222,hosp-tonantins@saude.am.gov.br,33,1,0
UNIDADE HOSPITALAR DE CAAPIRANGA,PREFEITURA MUNICIPAL DE CAAPIRANGA,04628046000100,2016656,CAAPIRANGA,AM,69425000,(92)33641040,hosp-caapiranga@saude.am.gov.br,23,1,0
H MIL A MANAUS,HOSPITAL MILITAR DE AREA DE MANAUS,,9344314,MANAUS,AM,69065390,92 21262025,hgem@bol.com.br,19,0,0
HOSPITAL REGIONAL DR LUIZA DA CONCEICAO FERNANDES,SECRETARIA MUNICIPAL DE SAUDE,04465209000181,2017016,HUMAITA,AM,69800000,(97)33732190,hosp-humaita@saude.am.gov.br,48,1,0
HOSPITAL REGIONAL DE TEFE,PREFEITURA MUNICIPAL DE TEFE,04426383000115,2016141,TEFE,AM,69553125,(97)98445-3221,,105,1,0
HOSPITAL E PRONTO SOCORRO DR JOAO LUCIO PEREIRA MACHADO,HOSPITAL E PRONTO SOCORRO DR JOAO LUCIO PEREIRA MACHADO,,2019574,MANAUS,AM,69083000,(92)32499412,hpsjl@hpsjoaolucio.am.gov.br,248,1,0
HOSPITAL REGIONAL DE COARI PREF DR ODAIR CARLOS GERALDO,PREFEITURA MUNICIPAL DE COARI,04262432000121,2018136,COARI,AM,69460000,(92)35614141,,108,1,0
UNIDADE HOSPITALAR DE BOA VISTA DO RAMOS,PREFEITURA MUNICIPAL DE BOA VISTA DO RAMOS,04629283000196,2016354,BOA VISTA DO RAMOS,AM,69195000,(92)35455094,hosp-boavistadoramos@saude.am.gov.br,22,1,0
SAMEL,SAMEL SERVICOS DE ASSISTENCIA MEDICO HOSPITALAR LTDA,,2017199,MANAUS,AM,69020030,(92) 2129-2270,diretoria.clinica@samel.com.br,151,0,0
MATERNIDADE BALBINA MESTRINHO,SECRETARIA DE ESTADO DA SAUDE SUSAM,00697295000105,2019558,MANAUS,AM,69020140,(92)31824547,mbm_direcao@saude.am.gov.br,150,1,0
UNIDADE HOSPITALAR DE APUI,PREFEITURA MUNICIPAL DE APUI,22812960000199,2013282,APUI,AM,69265000,(97)3389-1219,hosp-apui@saude.am.gov.br,43,1,0
UNIDADE HOSPITALAR DE NOVO AIRAO,PREFEITURA MUNICIPAL DE NOVO AIRAO,04533113000103,2708922,NOVO AIRAO,AM,69730000,(92) 94047692,hosp-novoairao@saude.am.gov.br,28,1,0
UNIDADE HOSPITALAR DE NHAMUNDA,PREFEITURA MUNICIPAL DE NHAMUNDA,04283578000153,2016540,NHAMUNDA,AM,69140000,092 5348138,same.nhamunda@gmail.com,25,1,0
UNIDADE HOSPITALAR HAMILTON CIDADE,PREFEITURA MUNICIPAL DE MANICORE,04197166000109,2014688,MANICORE,AM,69280000,97 33851040,hosp-manicore@saude.am.gov.br,52,1,0
UNIDADE HOSPITALAR DE SAO PAULO DE OLIVENCA,PREFEITURA MUNICIPAL DE SAO PAULO DE OLIVENCA,05829577000124,2018128,SAO PAULO DE OLIVENCA,AM,69600000,(97) 4311137,susam.spo@terra.com.br,46,1,0
UNIDADE HOSPITALAR DE ITAMARATI,PREFEITURA MUNICIPAL DE ITAMARATI,04628376000104,2013568,ITAMARATI,AM,69510970,(97) 34841109,,29,1,0
UNIDADE HOSPITALAR DE JURUA,PREFEITURA MUNICIPAL DE JURUA,04588596000143,2708914,JURUA,AM,69520000,092 6634663,,20,1,0
CHECK UP HOSPITAL LTDA,CHECK UP HOSPITAL LTDA,,2018004,MANAUS,AM,69079265,(92)212505959,waldecylobato@checkuphospital.com.br,48,0,0
CLINICA DA MULHER,SOCIEDADE BENEFICIENTE MAE LUZIA SC LTDA,,2022141,MACAPA,AP,68908080,(96)224 3293,,18,0,0
SES AP HOSPITAL DA MULHER,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,2020068,MACAPA,AP,68900073,(96) 2126151,,197,1,0
SES AP UNID MISTA DE SAUDE DE PEDRA BRANCA DO AMAPARI,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,2021218,PEDRA BRANCA DO AMAPARI,AP,68945000,(96)33221212,pbamapari@gmail.com,16,1,0
SES AP HOSPITAL DE CLINICAS DOUTOR ALBERTO LIMA,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,2020645,MACAPA,AP,68900073,(96) 31312439,direcao.hcal@gmail.com,222,1,0
HOSPITAL VILA AMAZONAS,GP METROPOLITAN GROUP LTDA,,2021765,SANTANA,AP,68926102,(96)991813808,hva1995@hotmail.com,33,1,0
HOSPITAL UNIMED,UNIMED MACAPA COOPERATIVA DE TRABALHO MEDICO LTDA,,2021811,MACAPA,AP,68902280,(96)3216000,secretaria.executiva@unimedmacapa.com.br,40,0,0
HICCA,ICCA LTDA,,9689257,MACAPA,AP,68903190,96 91230033,institutodecardiologia.ap@gmail.com,1,0,0
SES AP HOSPITAL ESTADUAL DE LARANJAL DO JARI,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,2020076,LARANJAL DO JARI,AP,68920000,(096) 36211502,hospitallj@gmail.com,73,1,0
SES AP HOSPITAL DE EMERGENCIA,SECRETARIA DE ESTADO DA SAUDE,23086176000103,2020653,MACAPA,AP,68902010,,,207,1,0
SES AP HOSPITAL ESTADUAL DE SANTANA,SECRETARIA DE ESTADO DA SAUDE,23086176000103,2021064,SANTANA,AP,68925001,,,133,1,0
SES AP UNID MISTA DE SAUDE DE CALCOENE,SECRETARIA DE ESTADO DA SAUDE,23086176000103,2019728,CALCOENE,AP,68960000,,igordl2@hotmail.com,25,1,0
UNIDADE COVID ZONA NORTE,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,0188875,MACAPA,AP,68907030,62 95398228,hospitaldecampanhazonanorte21@gmail.com,40,1,0
SES AP MATERNIDADE ZONA NORTE DRA EUCLELIA AMERICO,SECRETARIA DE ESTADO DA SAUDE,23086176000103,2906635,MACAPA,AP,68907030,9630822990,adm.mznap@institutoovidiomachado.org,42,1,0
HOSPITAL DE CAMPANHA CENTRO COVID IV,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,0176664,MACAPA,AP,68903419,,,180,1,0
SES AP HOSPITAL ESTADUAL DE OIAPOQUE,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,2021463,OIAPOQUE,AP,68980000,(96)3521-1280,hospitalestaualdeoiapoque@gmail.com,51,1,0
SES AP HOSPITAL DA CRIANCA E DO ADOLESCENTE,SECRETARIA DE ESTADO DA SAUDE,23086176000103,2019647,MACAPA,AP,68900453,,,180,1,0
HOSPITAL FAMA MACAPA,FEDERACAO DAS UNIMEDS DA AMAZONIA,,9835520,MACAPA,AP,68903014,92 33038005,contabilidade@unimedfama.com.br,3,0,0
HOSPITAL DE CAMPANHA CENTRO COVID SANTANA,SECRETARIA DE ESTADO DA SAUDE,23086176000103,0144975,SANTANA,AP,68927027,,hcampsantana@gmail.com,120,1,0
HOSPITAL SAO CAMILO E SAO LUIS,SOCIEDADE BENEFICENTE SAO CAMILO,,2020890,MACAPA,AP,68901341,(96) 33122400,secretaria@saocamilomacapa.org.br,228,1,0
HOSPITAL UNIVERSITARIO DA UNIVERSIDADE FEDERAL DO AMAPA,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES EBSERH,,3432076,MACAPA,AP,68903419,(96) 3213 - 6100,www.gov.br/ebserh,90,1,0
UNIMED MACAPA COOP DE TRAB MED UND HOSP LAGUINHO,UNIMED MACAPA COOPERATIVA DE TRABALHO MEDICO LTDA,10225225000108,6109691,MACAPA,AP,68900010,,,23,0,0
HOSPITAL DE CAMPANHA COVID,PREFEITURA MUNICIPAL DE CALCOENE,05990437000133,0260878,CALCOENE,AP,68960000,,,20,1,0
SES AP UNID MISTA DE SAUDE DE TARTARUGALZINHO,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,2019671,TARTARUGALZINHO,AP,68990000,,,18,1,0
SES AP UNID MISTA DE SAUDE DE VITORIA DO JARI,SECRETARIA DE ESTADO DA SAUDE DO AMAPA,23086176000103,2020149,VITORIA DO JARI,AP,68924000,96991263320,umssvioriadojari@hotmail.com,8,1,0
CLINICA SANTA RITA,CLINICA SANTA RITA LTDA,,3100472,MACAPA,AP,68900010,(96)2225699,,11,0,0
HOSPITAL SANTA BARBARA,NORTE SAUDE S C LTDA,,5274222,MACAPA,AP,68900010,09632255154,nortesaude@globo.com,8,0,0
